Student_ID,Full_Name,Date_Of_Birth,Gender,Email,Phone,Department_ID,Major,Enrollment_Date,Status,Dropout_Date,total_invoices_count,total_tuition_billed,total_tuition_paid,total_remaining_debt,scholarship_total,late_fee_total,total_payments_count,successful_payments_count,failed_payments_count,avg_payment_amount,payment_completion_rate,payment_failure_rate,has_overdue_debt,target_is_dropped_out,target_high_debt_risk
STU000806,Anh Quang Đặng,2004-07-25,Other,opham@example.net,0916111668,DEP001,Công nghệ thông tin,2023-06-05,Active,,1,15311000,20404000,0,1701000,0,4,3,0,11833500.0,1.3326367,0.0,0,0,0
STU000807,Cô Ánh Nguyễn,2003-08-15,Female,fduong@example.org,026357341,DEP012,Khoa học dữ liệu,2024-07-05,Suspended,,1,19286000,10099000,9187000,6090000,1014000,1,1,0,10099000.0,0.5236441,0.0,1,0,0
STU000808,Khoa Trần,2005-02-19,Female,bpham@example.org,0720593747,DEP012,Khoa học dữ liệu,2022-12-19,Active,,2,25342000,30627000,146000,14610000,0,4,3,1,9890250.0,1.2085471,0.25,1,0,0
STU000809,Cô Hải Bùi,2005-03-15,Female,john37@example.org,0592215510,DEP005,Luật,2024-11-16,Active,,3,42471000,0,42471000,1544000,0,0,0,0,0.0,0.0,0.0,1,0,0
STU000810,Dương Nguyễn,2004-09-02,Male,stran@example.com,0714507944,DEP005,Luật,2020-03-24,Active,,5,109513000,112455000,15014000,11938000,1321000,9,8,0,14687444.0,1.0268644,0.0,1,0,0
STU000811,Vũ Văn Dương,2004-05-16,Other,jane53@example.com,0285836495,DEP006,Ngoại ngữ,2024-10-01,Active,,2,60156000,24646000,35510000,0,1620000,1,1,0,24646000.0,0.40970144,0.0,1,0,0
STU000812,Vi Đặng,2006-04-08,Male,john62@example.org,0096900449,DEP001,Công nghệ thông tin,2025-07-16,Graduated,,2,43327000,0,43327000,2516000,0,0,0,0,0.0,0.0,0.0,1,0,0
STU000813,Tùng Bùi,1999-10-23,Other,ule@example.org,0022512814,DEP005,Luật,2021-03-16,Graduated,,2,27614000,0,27614000,0,797000,1,0,1,6792000.0,0.0,1.0,1,0,1
STU000814,Châu Thế Đặng,2007-11-21,Male,jane57@example.com,0339071288,DEP004,Kinh tế,2021-01-09,Active,,1,16471000,7977000,8494000,16194000,276000,1,1,0,7977000.0,0.48430574,0.0,1,0,0
STU000815,Bác Bảo Mai,2004-01-03,Female,jane33@example.org,0422492424,DEP005,Luật,2021-09-15,Dropped Out,2023-07-21,2,17968000,5421000,12547000,17302000,667000,1,1,0,5421000.0,0.30170304,0.0,1,1,0
STU000816,An Đặng,2006-06-15,Male,obui@example.net,0867153078,DEP011,Truyền thông,2021-10-07,Active,,2,17729000,6311000,11418000,17729000,0,1,1,0,6311000.0,0.35597044,0.0,1,0,0
STU000817,Hà Hải Trần,2005-07-30,Male,xle@example.com,0019086285,DEP010,Du lịch - Khách sạn,2024-12-12,Active,,2,39828000,32532000,7296000,6981000,0,2,1,0,17190000.0,0.8168123,0.0,1,0,0
STU000818,Bảo Nguyễn,1999-08-07,Female,jane54@example.net,005223185,DEP007,Kỹ thuật điện,2025-07-29,Active,,5,122536000,67945000,54591000,32920000,1069000,5,5,0,13589000.0,0.5544901,0.0,1,0,0
STU000819,Hải Hải Phạm,2006-05-08,Female,mpham@example.com,0149439253,DEP007,Kỹ thuật điện,2021-06-09,Active,,1,12513000,0,12513000,0,1299000,0,0,0,0.0,0.0,0.0,1,0,0
STU000820,Yến Dương,1999-05-03,Female,jane12@example.com,0707670922,DEP004,Kinh tế,2019-09-24,Active,,2,39750000,0,39750000,1766000,0,0,0,0,0.0,0.0,0.0,1,0,0
STU000821,Nhật Mai Bảo Phạm,2005-02-09,Other,john75@example.com,0477228568,DEP004,Kinh tế,2021-01-05,Active,,3,59007000,65443000,16569000,936000,469000,6,6,0,10907167.0,1.1090719,0.0,1,0,0
STU000822,Quang Nguyễn,1999-01-29,Other,jane97@example.org,0628429503,DEP006,Ngoại ngữ,2023-09-17,Dropped Out,2024-09-17,3,69951000,53712000,19931000,1717000,524000,7,4,2,16049571.0,0.76785177,0.2857143,1,1,1
STU000823,Châu Thế Lê,1998-04-28,Male,jane18@example.org,042114059,DEP010,Du lịch - Khách sạn,2021-10-01,Graduated,,2,24642000,65311000,173000,11548000,0,3,3,0,21770334.0,2.6503937,0.0,1,0,0
STU000824,Dũng Hữu Dương,2005-08-03,Female,john64@example.org,0477698885,DEP003,Quản trị kinh doanh,2021-02-19,Suspended,,3,58964000,54792000,18414000,1834000,1278000,6,6,0,9132000.0,0.92924494,0.0,1,0,0
STU000825,Anh Bùi,2002-10-29,Female,jane45@example.com,0809212296,DEP011,Truyền thông,2022-03-05,Dropped Out,2024-02-20,4,75365000,76728000,31384000,7124000,745000,8,8,0,9591000.0,1.0180854,0.0,1,1,0
STU000826,Nhật Trần,2006-06-29,Other,qtran@example.net,006483872,DEP003,Quản trị kinh doanh,2022-11-30,Graduated,,3,72282000,9753000,62529000,13137000,723000,1,1,0,9753000.0,0.13492985,0.0,1,0,0
STU000827,Cô Hạnh Hoàng,1999-11-22,Male,tdang@example.com,062382416,DEP011,Truyền thông,2019-12-14,Graduated,,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0,0,0
STU000828,Bác Anh Phạm,2005-01-29,Male,nhoang@example.com,0919070868,DEP010,Du lịch - Khách sạn,2023-07-13,Active,,3,41211000,47707000,10642000,2154000,572000,5,5,0,9541400.0,1.1576278,0.0,1,0,0
STU000829,Anh Nhiên Mai,1998-07-04,Other,john88@example.net,0888394242,DEP004,Kinh tế,2021-09-06,Graduated,,1,12981000,0,12981000,12981000,0,0,0,0,0.0,0.0,0.0,1,0,0
STU000830,Quý Cô Bảo Hoàng,2002-03-24,Other,jane10@example.com,0359887851,DEP008,Kỹ thuật xây dựng,2024-12-21,Active,,1,19829000,24583000,0,0,1334000,3,2,0,14119000.0,1.2397499,0.0,0,0,0
STU000831,Nhật Trí Đặng,1998-10-12,Male,sbui@example.com,0289561321,DEP010,Du lịch - Khách sạn,2020-02-24,Active,,4,55808000,68047000,36476000,18211000,1297000,5,5,0,13609400.0,1.2193055,0.0,1,0,0
STU000832,Linh Lê,2006-05-03,Female,ymai@example.com,0687690612,DEP007,Kỹ thuật điện,2024-03-21,Suspended,,1,16364000,11451000,4913000,5454000,0,1,1,0,11451000.0,0.69976777,0.0,1,0,0
STU000833,Bác Phúc Trần,2006-09-19,Female,jane11@example.org,053712661,DEP012,Khoa học dữ liệu,2020-01-26,Active,,1,11912000,0,11912000,0,1479000,0,0,0,0.0,0.0,0.0,1,0,0
STU000834,Hải Mai Bảo Hoàng,2005-12-01,Female,jane77@example.com,0415484315,DEP007,Kỹ thuật điện,2022-12-20,Dropped Out,2025-01-26,3,28037000,14939000,13098000,5808000,119000,4,2,1,7917250.0,0.5328316,0.25,1,1,0
STU000835,Chị Hải Nguyễn,2001-04-05,Male,john39@example.com,039741280,DEP001,Công nghệ thông tin,2021-05-02,Active,,1,29955000,24830000,5125000,0,0,1,1,0,24830000.0,0.82891005,0.0,1,0,0
STU000836,An Dương,2005-10-28,Other,john74@example.com,014215924,DEP011,Truyền thông,2024-10-29,Active,,1,14392000,0,14392000,0,284000,0,0,0,0.0,0.0,0.0,1,0,0
STU000837,Hồng Dương,2004-08-03,Female,hbui@example.org,0413735730,DEP011,Truyền thông,2022-10-01,Graduated,,1,34284000,62354000,0,0,0,2,2,0,31177000.0,1.8187493,0.0,0,0,0
STU000838,Hải Xuân Bùi,2006-11-09,Female,john09@example.com,068350297,DEP005,Luật,2020-01-14,Dropped Out,2022-05-29,4,75901000,43844000,32057000,3421000,0,5,4,0,9742200.0,0.5776472,0.0,1,1,0
STU000839,Quý Ông Quang Hoàng,2001-11-26,Other,gduong@example.org,0887158013,DEP004,Kinh tế,2022-07-08,Active,,2,29846000,4412000,25434000,2359000,0,1,1,0,4412000.0,0.14782551,0.0,1,0,0
STU000840,Mai Trần,2004-05-31,Other,john84@example.com,049981785,DEP009,Công nghệ sinh học,2021-07-15,Active,,3,45722000,33936000,16485000,4877000,1486000,5,4,0,7808400.0,0.74222475,0.0,1,0,0
STU000841,Quý Cô An Mai,2004-06-09,Male,jane67@example.com,0343841518,DEP009,Công nghệ sinh học,2023-11-12,Graduated,,2,32777000,26406000,13719000,0,244000,2,2,0,13203000.0,0.8056259,0.0,1,0,0
STU000842,Anh Dũng Vũ,1999-06-19,Male,ltran@example.com,0606453164,DEP012,Khoa học dữ liệu,2020-08-05,Active,,4,81531000,44531000,37000000,4346000,0,6,3,1,10476167.0,0.5461849,0.16666667,1,0,1
STU000843,Tú Lê,2001-06-24,Male,snguyen@example.com,005823126,DEP003,Quản trị kinh doanh,2022-11-20,Suspended,,2,35081000,11116000,23965000,0,969000,2,1,1,11460000.0,0.31686667,0.5,1,0,1
STU000844,Tùng Bùi,2003-01-14,Female,obui@example.com,067316028,DEP001,Công nghệ thông tin,2021-09-18,Graduated,,1,21692000,9393000,12299000,0,0,1,1,0,9393000.0,0.43301678,0.0,1,0,0
STU000845,Quý Cô Hương Lê,1999-05-03,Male,jane16@example.net,0815870485,DEP001,Công nghệ thông tin,2020-02-17,Active,,1,34472000,27842000,6630000,0,0,2,2,0,13921000.0,0.80767,0.0,1,0,0
STU000846,Nhật Hoàng Bùi,2007-05-04,Male,qbui@example.org,0687669176,DEP002,Tài chính - Kế toán,2023-09-05,Active,,1,24235000,21203000,3032000,0,0,1,1,0,21203000.0,0.8748917,0.0,1,0,0
STU000847,Thành Hữu Lê,2007-09-09,Other,unguyen@example.org,0250142306,DEP011,Truyền thông,2019-10-16,Graduated,,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0,0,0
STU000848,Kim Thế Dương,2006-06-03,Other,wvu@example.net,025095266,DEP009,Công nghệ sinh học,2023-10-15,Suspended,,2,55078000,18884000,36194000,0,0,1,1,0,18884000.0,0.3428592,0.0,1,0,0
STU000849,Quý Cô Hải Trần,2007-03-19,Female,cdang@example.net,044873079,DEP006,Ngoại ngữ,2024-12-12,Graduated,,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0,0,0
STU000850,Chị Hương Đặng,2000-11-10,Other,cvu@example.net,0605004200,DEP012,Khoa học dữ liệu,2019-08-29,Active,,2,24439000,8968000,15471000,4163000,251000,1,1,0,8968000.0,0.36695445,0.0,1,0,0
STU000851,Bà Hạnh Trần,2000-08-05,Other,cnguyen@example.net,0302301203,DEP002,Tài chính - Kế toán,2021-06-05,Active,,4,82783000,40115000,51085000,26116000,745000,3,3,0,13371667.0,0.48458016,0.0,1,0,0
STU000852,Chị Dương Phạm,2003-03-14,Male,jle@example.org,070185126,DEP005,Luật,2021-12-09,Active,,1,25529000,18882000,6647000,2836000,0,3,2,1,9330667.0,0.73962945,0.33333334,1,0,0
STU000853,Tùng Hữu Nguyễn,2006-07-27,Other,thoang@example.com,041833326,DEP011,Truyền thông,2021-01-31,Active,,2,27380000,7995000,19385000,3043000,0,1,1,0,7995000.0,0.29200146,0.0,1,0,0
STU000854,Ánh Đặng,2006-02-06,Other,choang@example.org,001429788,DEP010,Du lịch - Khách sạn,2022-04-26,Dropped Out,2022-12-04,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0,1,0
STU000855,Quang Thị Dương,2004-05-06,Other,xvu@example.net,0160955040,DEP001,Công nghệ thông tin,2019-10-23,Active,,3,62433000,90083000,2924000,3212000,1138000,7,6,0,14925857.0,1.4428748,0.0,1,0,0
STU000856,Khoa Dương,2004-10-10,Other,jane65@example.com,064784049,DEP010,Du lịch - Khách sạn,2021-02-11,Suspended,,3,39176000,17682000,21494000,23452000,0,2,2,0,8841000.0,0.45134777,0.0,1,0,0
STU000857,Lâm Nguyễn,2005-09-20,Male,pdang@example.com,0496146533,DEP007,Kỹ thuật điện,2020-11-14,Active,,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0,0,0
STU000858,Dương Đặng,2002-07-26,Female,jane61@example.net,0316648952,DEP010,Du lịch - Khách sạn,2023-06-06,Active,,4,49509000,75517000,80000,41861000,1056000,10,10,0,7551700.0,1.5253186,0.0,1,0,0
STU000859,Khoa Xuân Đặng,2004-09-04,Male,jane43@example.org,0267813301,DEP003,Quản trị kinh doanh,2021-05-19,Active,,5,102957000,59488000,54918000,23142000,550000,5,4,0,14507800.0,0.5777946,0.0,1,0,0
STU000860,Ngọc Mai,2002-01-22,Female,john15@example.com,074639800,DEP006,Ngoại ngữ,2022-09-15,Active,,1,25979000,0,25979000,8660000,0,1,0,0,22318000.0,0.0,0.0,1,0,0
STU000861,Huy Hoàng,2005-08-24,Male,jane30@example.net,0021296518,DEP002,Tài chính - Kế toán,2022-09-26,Suspended,,1,27747000,27423000,324000,3083000,0,2,1,0,23799000.0,0.98832303,0.0,1,0,0
STU000862,Hương Phạm,1999-10-06,Other,gnguyen@example.org,001974772,DEP007,Kỹ thuật điện,2024-08-26,Active,,1,30816000,0,30816000,0,0,0,0,0,0.0,0.0,0.0,1,0,0
STU000863,Thành Hữu Vũ,2005-10-30,Other,fhoang@example.net,025333736,DEP004,Kinh tế,2022-07-15,Active,,2,62612000,25913000,36699000,0,238000,2,2,0,12956500.0,0.41386634,0.0,1,0,0
STU000864,Nhiên Hoàng,2004-05-09,Male,ghoang@example.net,0946732053,DEP006,Ngoại ngữ,2019-08-26,Active,,2,47418000,8071000,39347000,6612000,0,2,1,1,12567000.0,0.17020963,0.5,1,0,1
STU000865,Yến Mai,2006-05-02,Male,john72@example.org,017584234,DEP007,Kỹ thuật điện,2021-03-20,Active,,4,70963000,63497000,8669000,22577000,0,6,5,0,11824833.0,0.89479023,0.0,1,0,0
STU000866,Lan Đặng,2003-06-24,Other,jtran@example.com,0275941470,DEP012,Khoa học dữ liệu,2022-07-10,Active,,2,37486000,0,37486000,0,1248000,0,0,0,0.0,0.0,0.0,1,0,0
STU000867,Bà Hạnh Hoàng,1998-03-29,Male,john83@example.com,008977761,DEP011,Truyền thông,2021-12-18,Active,,3,46904000,18903000,34582000,7815000,0,3,3,0,6301000.0,0.40301466,0.0,1,0,0
STU000868,Mai Phạm,2007-01-20,Other,sduong@example.net,0468905759,DEP003,Quản trị kinh doanh,2025-02-07,Active,,2,32690000,7544000,25146000,7215000,0,2,1,1,14190000.0,0.23077394,0.5,1,0,1
STU000869,Hưng Hoàng,1998-07-05,Female,jane37@example.com,0112050595,DEP002,Tài chính - Kế toán,2024-09-06,Dropped Out,2025-11-21,1,19056000,0,19056000,5895000,1371000,0,0,0,0.0,0.0,0.0,1,1,0
STU000870,Chị Khoa Vũ,1999-09-23,Female,nduong@example.com,070561968,DEP007,Kỹ thuật điện,2022-06-23,Active,,1,15956000,13212000,2744000,0,0,1,1,0,13212000.0,0.82802707,0.0,1,0,0
STU000871,Lan Phạm,1999-12-14,Male,john91@example.org,0105788036,DEP006,Ngoại ngữ,2025-09-07,Active,,1,25018000,9742000,15276000,2690000,808000,2,1,0,14100500.0,0.38939962,0.0,1,0,0
STU000872,Quý Cô Ánh Vũ,2006-03-14,Other,jane26@example.org,0455532162,DEP006,Ngoại ngữ,2020-07-08,Suspended,,1,10493000,0,10493000,3187000,932000,0,0,0,0.0,0.0,0.0,1,0,0
STU000873,Khoa Vũ,2005-06-23,Other,john20@example.com,0555463253,DEP001,Công nghệ thông tin,2021-01-08,Graduated,,3,41663000,23581000,18082000,20130000,0,2,2,0,11790500.0,0.5659938,0.0,1,0,0
STU000874,Quý Cô Khoa Lê,2001-02-11,Female,john03@example.com,0947690956,DEP007,Kỹ thuật điện,2020-09-22,Graduated,,1,24273000,0,24273000,0,0,1,0,0,7632000.0,0.0,0.0,1,0,0
STU000875,Huy Hải Lê,2001-02-21,Other,jane47@example.net,0399682960,DEP006,Ngoại ngữ,2024-04-24,Active,,4,60414000,25387000,45088000,16650000,740000,3,2,1,13718000.0,0.42021716,0.33333334,1,0,1
STU000876,Quang Phạm,2006-06-15,Male,nle@example.com,0394994039,DEP010,Du lịch - Khách sạn,2024-02-21,Active,,2,19107000,11267000,8851000,2950000,0,3,2,0,6169000.0,0.5896792,0.0,1,0,0
STU000877,Cô Ngọc Phạm,1999-05-26,Female,ble@example.net,0275647541,DEP001,Công nghệ thông tin,2021-08-08,Dropped Out,2021-12-22,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0,1,0
STU000878,Hoàng Hữu Đặng,2006-09-06,Female,tvu@example.org,0953453203,DEP012,Khoa học dữ liệu,2024-08-01,Suspended,,4,70426000,69100000,21754000,4972000,234000,4,4,0,17275000.0,0.9811717,0.0,1,0,0
STU000879,An Vũ,2002-09-11,Male,xvu@example.org,0377220901,DEP003,Quản trị kinh doanh,2022-10-25,Active,,2,29658000,7356000,22302000,7300000,0,1,1,0,7356000.0,0.24802752,0.0,1,0,0
STU000880,Nhiên Đức Dương,1998-08-31,Other,xtran@example.org,0856805590,DEP007,Kỹ thuật điện,2024-07-20,Active,,1,31714000,45830000,0,0,0,2,2,0,22915000.0,1.4451032,0.0,0,0,0
STU000881,Quý Cô Hà Dương,2006-06-02,Male,john00@example.net,030140591,DEP001,Công nghệ thông tin,2020-08-14,Dropped Out,2022-07-16,2,18357000,0,18357000,18356000,0,0,0,0,0.0,0.0,0.0,1,1,0
STU000882,Khoa Bùi,2001-12-09,Female,vpham@example.org,094296863,DEP011,Truyền thông,2025-05-20,Active,,2,34773000,12126000,23417000,1262000,0,2,2,0,6063000.0,0.34871882,0.0,1,0,0
STU000883,Bảo Hoàng Vũ,1998-05-17,Male,john08@example.org,0322329323,DEP010,Du lịch - Khách sạn,2023-11-22,Graduated,,3,72545000,81178000,18041000,8282000,0,5,5,0,16235600.0,1.119002,0.0,1,0,0
STU000884,Bảo Đặng,2004-09-13,Male,john97@example.com,0470314734,DEP010,Du lịch - Khách sạn,2022-08-09,Graduated,,2,25260000,12330000,12930000,9465000,125000,3,2,0,7850666.5,0.4881235,0.0,1,0,0
STU000885,Vũ Phú Nguyễn,2000-12-17,Other,tdang@example.net,0832545895,DEP007,Kỹ thuật điện,2023-08-21,Active,,3,48135000,26993000,26028000,15225000,857000,3,3,0,8997667.0,0.560777,0.0,1,0,0
STU000886,Bảo Thị Dương,2000-05-13,Other,cmai@example.com,0395195708,DEP004,Kinh tế,2020-05-21,Active,,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0,0,0
STU000887,Hạnh Trần,2006-08-01,Female,lvu@example.org,0398938297,DEP001,Công nghệ thông tin,2023-06-14,Graduated,,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0,0,0
STU000888,Trọng Hữu Hoàng,2005-10-20,Other,john34@example.net,0465203794,DEP004,Kinh tế,2023-07-02,Dropped Out,2023-10-09,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0,1,0
STU000889,Yến Phạm,2005-07-14,Female,jdang@example.com,0240284666,DEP011,Truyền thông,2025-06-10,Suspended,,3,60964000,46358000,14606000,20088000,579000,4,3,1,15670250.0,0.760416,0.25,1,0,0
STU000890,Duyên Đặng,1998-08-24,Female,pmai@example.org,021552505,DEP008,Kỹ thuật xây dựng,2022-03-23,Active,,1,19062000,10289000,8773000,0,390000,3,2,1,7473333.5,0.539765,0.33333334,1,0,0
STU000891,Hải Hoàng,2002-06-11,Other,ele@example.org,0685883412,DEP002,Tài chính - Kế toán,2022-06-20,Active,,3,59266000,39584000,27742000,4379000,1192000,6,5,1,9158167.0,0.667904,0.16666667,1,0,1
STU000892,Tùng Xuân Nguyễn,2005-06-28,Female,jane93@example.com,049592993,DEP004,Kinh tế,2019-12-01,Suspended,,3,40463000,42367000,11560000,7788000,660000,3,3,0,14122333.0,1.0470554,0.0,1,0,0
STU000893,Huy Lê,2004-09-10,Other,jane59@example.org,092733542,DEP007,Kỹ thuật điện,2024-02-24,Active,,4,78340000,21915000,61159000,4784000,349000,3,2,0,13969333.0,0.27974215,0.0,1,0,0
STU000894,Phương Mai,2000-11-07,Male,jane60@example.com,0808396099,DEP011,Truyền thông,2021-10-13,Dropped Out,2023-05-15,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0,1,0
STU000895,Quý Ông Trung Nguyễn,2006-08-30,Other,john00@example.org,091516028,DEP012,Khoa học dữ liệu,2022-07-14,Active,,3,60630000,54077000,6553000,13876000,946000,4,4,0,13519250.0,0.8919182,0.0,1,0,0
STU000896,Vũ Hải Vũ,2000-03-19,Other,john26@example.com,0032425370,DEP007,Kỹ thuật điện,2024-03-18,Active,,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0,0,0
STU000897,Quang Đặng,2003-02-24,Female,onguyen@example.net,0702811386,DEP008,Kỹ thuật xây dựng,2023-04-04,Active,,2,48855000,25520000,23335000,7520000,1455000,1,1,0,25520000.0,0.5223621,0.0,1,0,0
STU000898,Huy Đặng,2004-08-05,Female,vtran@example.net,0665720998,DEP008,Kỹ thuật xây dựng,2020-01-14,Graduated,,3,39149000,0,39149000,6292000,393000,0,0,0,0.0,0.0,0.0,1,0,0
STU000899,Cô Lâm Phạm,2005-03-24,Other,john79@example.org,021331973,DEP008,Kỹ thuật xây dựng,2021-07-31,Active,,2,42907000,23552000,19355000,0,0,2,1,1,16146500.0,0.5489081,0.5,1,0,1
STU000900,Chi Dương,2004-03-05,Male,john59@example.com,0183981086,DEP002,Tài chính - Kế toán,2019-11-17,Active,,3,67410000,10047000,57363000,2406000,1009000,1,1,0,10047000.0,0.14904317,0.0,1,0,0
STU000901,Nhật Trần,2003-02-22,Other,ddang@example.net,0007990956,DEP006,Ngoại ngữ,2019-08-23,Active,,1,9718000,5376000,4342000,1080000,0,1,1,0,5376000.0,0.55320024,0.0,1,0,0
STU000902,Yến Lê,2003-01-25,Male,john42@example.com,0392734827,DEP007,Kỹ thuật điện,2025-02-06,Active,,1,9743000,17065000,0,3248000,0,3,2,1,7508333.5,1.751514,0.33333334,0,0,0
STU000903,Vân Lê,2004-02-23,Other,fhoang@example.com,0548409509,DEP009,Công nghệ sinh học,2023-01-10,Active,,2,29569000,44137000,6133000,13721000,0,5,4,1,9463800.0,1.4926782,0.2,1,0,0
STU000904,Nhật Quang Đặng,1998-02-09,Other,ipham@example.com,069761305,DEP008,Kỹ thuật xây dựng,2024-10-06,Dropped Out,2026-09-18,2,46113000,33133000,12980000,1721000,444000,3,3,0,11044333.0,0.71851754,0.0,1,1,0
STU000905,Quang Hữu Lê,2003-02-27,Other,john65@example.net,0706005897,DEP001,Công nghệ thông tin,2021-10-11,Dropped Out,2022-03-07,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0,1,0
STU000906,Chị Vân Đặng,1998-01-31,Other,qnguyen@example.com,0209815686,DEP003,Quản trị kinh doanh,2020-05-31,Active,,3,64157000,109195000,14351000,7840000,0,7,7,0,15599286.0,1.7019967,0.0,1,0,0
STU000907,Bà Thảo Lê,1999-08-29,Other,zmai@example.net,0947763584,DEP008,Kỹ thuật xây dựng,2025-05-13,Active,,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0,0,0
STU000908,Cô Hà Hoàng,1999-04-29,Female,fle@example.com,0003917784,DEP003,Quản trị kinh doanh,2022-01-09,Active,,4,68960000,41775000,28422000,3508000,790000,5,4,0,9297600.0,0.60578597,0.0,1,0,0
STU000909,Hải Mai Nguyễn,2003-03-17,Female,vmai@example.com,022133977,DEP008,Kỹ thuật xây dựng,2025-02-20,Active,,6,116666000,93318000,33363000,12143000,1134000,7,7,0,13331143.0,0.7998731,0.0,1,0,0
STU000910,Bà Lâm Trần,2001-12-25,Female,jane90@example.com,0638812920,DEP001,Chưa phân ngành,2023-04-26,Graduated,,2,32559000,8037000,24522000,6102000,483000,1,1,0,8037000.0,0.24684419,0.0,1,0,0
STU000911,Duyên Nguyễn,2003-07-29,Male,john11@example.org,0989433080,DEP003,Quản trị kinh doanh,2025-09-01,Suspended,,5,103819000,42507000,77116000,17249000,0,6,6,0,7084500.0,0.40943372,0.0,1,0,0
STU000912,Xuân Nguyễn,2005-06-13,Male,john29@example.com,0391929185,DEP001,Công nghệ thông tin,2025-07-21,Active,,2,36257000,0,36257000,2912000,0,0,0,0,0.0,0.0,0.0,1,0,0
STU000913,Khoa Hoàng Hoàng,2000-09-03,Male,jane55@example.org,027261123,DEP012,Khoa học dữ liệu,2021-06-19,Active,,1,8717000,0,8717000,2906000,0,0,0,0,0.0,0.0,0.0,1,0,0
STU000914,Hưng Vũ,1999-09-16,Male,mvu@example.org,0769488618,DEP004,Kinh tế,2023-08-23,Active,,1,32974000,68082000,0,0,0,3,3,0,22694000.0,2.0647178,0.0,0,0,0
STU000915,Bác Bảo Hoàng,2006-05-22,Other,udang@example.com,0947902021,DEP008,Kỹ thuật xây dựng,2021-12-27,Active,,2,33208000,0,33208000,7710000,0,1,0,0,5177000.0,0.0,0.0,1,0,0
STU000916,Dũng Đức Nguyễn,1999-07-02,Female,tmai@example.org,078718995,DEP004,Kinh tế,2019-11-08,Active,,1,8769000,15000000,0,0,555000,2,2,0,7500000.0,1.7105713,0.0,0,0,0
STU000917,Tú Mai Hoàng,2000-03-01,Female,jane42@example.net,013031632,DEP006,Ngoại ngữ,2019-10-09,Active,,2,40183000,19716000,20467000,14552000,773000,1,1,0,19716000.0,0.49065524,0.0,1,0,0
STU000918,Tú Mai,2006-02-01,Other,ttran@example.com,0114525762,DEP011,Truyền thông,2022-10-12,Dropped Out,2023-04-01,3,46767000,83707000,8852000,24164000,0,7,5,1,15596714.0,1.7898732,0.14285715,1,1,0
STU000919,Quý Cô An Phạm,1999-08-20,Male,lnguyen@example.net,0735288110,DEP004,Kinh tế,2021-02-09,Dropped Out,2022-12-18,3,69938000,19909000,50029000,12679000,0,2,2,0,9954500.0,0.28466642,0.0,1,1,0
STU000920,Thành Vũ,2004-04-16,Other,john22@example.org,0226482406,DEP011,Truyền thông,2020-06-08,Graduated,,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0,0,0
STU000921,Hà Dương,1999-05-15,Other,ndang@example.net,0338405897,DEP010,Du lịch - Khách sạn,2024-06-02,Graduated,,2,20945000,16363000,4582000,6981000,0,2,2,0,8181500.0,0.7812366,0.0,1,0,0
STU000922,Hải Bùi,2001-08-09,Female,jane91@example.com,057736867,DEP010,Du lịch - Khách sạn,2024-07-08,Graduated,,3,71021000,19784000,60754000,13389000,0,2,2,0,9892000.0,0.2785655,0.0,1,0,0
STU000923,Thành Lê,1999-08-26,Male,john87@example.net,0275840727,DEP012,Khoa học dữ liệu,2020-03-18,Dropped Out,2022-08-31,3,69732000,78821000,34862000,10520000,708000,3,3,0,26273666.0,1.1303419,0.0,1,1,0
STU000924,Thảo Vũ,2006-09-22,Male,ivu@example.net,093201291,DEP012,Khoa học dữ liệu,2024-03-31,Graduated,,3,63283000,12062000,51221000,20204000,0,1,1,0,12062000.0,0.1906041,0.0,1,0,0
STU000925,Nhật Đặng,2001-11-01,Female,jane84@example.org,0332459654,DEP006,Ngoại ngữ,2021-04-21,Dropped Out,2021-12-02,1,12148000,18508000,0,1350000,0,2,2,0,9254000.0,1.523543,0.0,0,1,0
STU000926,Trọng Trí Đặng,2004-11-26,Male,wmai@example.com,093049370,DEP012,Khoa học dữ liệu,2020-12-15,Dropped Out,2021-06-20,3,79756000,0,79756000,0,0,0,0,0,0.0,0.0,0.0,1,1,0
STU000927,Quý Cô Ánh Trần,2003-04-20,Male,jane95@example.org,0501009210,DEP006,Ngoại ngữ,2023-10-30,Suspended,,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0,0,0
STU000928,Vi Mai,2006-01-10,Female,john84@example.org,035970315,DEP007,Chưa phân ngành,2020-02-07,Dropped Out,2022-05-31,3,68618000,76510000,752000,6487000,2752000,4,4,0,19127500.0,1.1150136,0.0,1,1,0
